,ポケモン名,HP,攻撃,防御,特攻,特防,素早,オリジナルのタイプ1,オリジナルのタイプ2,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,カイリュー,マリルリ,ハッサム,キノガッサ,ガブリアス,ジバコイル,ウルガモス,ミミッキュ,アーマーガア,ドラパルト,マスカーニャ,キョジオーン,キラフロル,ヘイラッシャ,コノヨザル,ドオー,ドドゲザン,イダイナキバ,ハバタクカミ,テツノツツミ,テツノカイナ,テツノドクガ,セグレイブ,サーフゴー,チオンジェン,パオジアン,ディンルー,イーユイ,イルカマン(マイティ),ウォッシュロトム
856,ジガルデ(50%),108,100,121,81,95,95,ドラゴン,じめん,0.0,-1.0,0.0,-3.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-3.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,-3.0,-2.0,3.0,0.0,0.0,2.0,0.0,-1.0,0.0,-3.0
857,ジガルデ(10%),54,100,71,61,85,115,ドラゴン,じめん,0.0,-1.0,0.0,-3.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-3.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,-3.0,-2.0,3.0,0.0,0.0,2.0,0.0,-1.0,0.0,-3.0
858,ジガルデ(パーフェクト),216,100,121,91,95,85,ドラゴン,じめん,0.0,-1.0,0.0,-3.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-3.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,-3.0,-2.0,3.0,0.0,0.0,2.0,0.0,-1.0,0.0,-3.0
859,ディアンシー,50,100,150,100,150,50,いわ,フェアリー,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,2.0,0.0,-4.0,1.0,1.0,1.0,-2.0,2.0,-2.0,0.0,1.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-3.0,2.0,0.0,-1.0,0.0,-2.0,1.0,1.0
860,メガディアンシー,50,160,110,160,110,110,いわ,フェアリー,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,2.0,0.0,-4.0,1.0,1.0,1.0,-2.0,2.0,-2.0,0.0,1.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-3.0,2.0,0.0,-1.0,0.0,-2.0,1.0,1.0
861,フーパ(いましめ),80,110,60,150,130,70,エスパー,ゴースト,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,-1.0,0.0,-1.0,-1.0,2.0,-3.0,2.0,0.0,-3.0,-1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
862,フーパ(ときはな),80,160,60,170,130,80,エスパー,あく,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,ボルケニオン,80,110,120,130,90,70,ほのお,みず,0.0,-2.0,-3.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-4.0,-3.0,0.0,1.0,-1.0,-3.0,-1.0,-2.0,0.0,0.0,1.0,1.0,-3.0,0.0,1.0,-2.0,1.0,-1.0,-5.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,-2.0,-3.0,-2.0
864,モクロー,68,55,55,50,50,42,くさ,ひこう,0.0,1.0,-1.0,0.0,-2.0,2.0,-1.0,1.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-3.0,-3.0,0.0,1.0,0.0,1.0,0.0,-2.0,1.0,2.0,-1.0,-1.0,-2.0,0.0,-4.0,0.0,1.0,-1.0,2.0,2.0,0.0,-2.0,2.0,-3.0,1.0,-1.0,-1.0
865,フクスロー,78,75,75,70,70,52,くさ,ひこう,0.0,1.0,-1.0,0.0,-2.0,2.0,-1.0,1.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-3.0,-3.0,0.0,1.0,0.0,1.0,0.0,-2.0,1.0,2.0,-1.0,-1.0,-2.0,0.0,-4.0,0.0,1.0,-1.0,2.0,2.0,0.0,-2.0,2.0,-3.0,1.0,-1.0,-1.0
866,ジュナイパー,78,107,75,100,100,70,くさ,ゴースト,-3.0,1.0,-1.0,-1.0,-1.0,1.0,-3.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,-4.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-2.0,-1.0,1.0,-4.0,1.0,0.0,-4.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,-2.0
867,ジュナイパー(ヒスイ),88,112,80,95,95,60,くさ,かくとう,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,1.0,0.0,-2.0,0.0,-2.0,0.0,-1.0,-2.0
868,ニャビー,45,65,40,60,40,70,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
869,ニャヒート,65,85,50,80,50,90,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
870,ガオガエン,95,115,90,80,90,60,ほのお,あく,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,-3.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,1.0,1.0,1.0,0.0,1.0,-2.0,2.0,-1.0,0.0,1.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0
871,アシマリ,50,54,54,66,56,40,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
872,オシャマリ,60,69,69,91,81,50,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
873,アシレーヌ,80,74,74,126,116,60,みず,フェアリー,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-3.0,-1.0,-1.0,0.0,-3.0,1.0,-2.0,0.0,0.0,-3.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,-1.0,-2.0,-1.0,0.0
874,ツツケラ,35,75,30,30,30,65,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
875,ケララッパ,55,85,50,40,50,75,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
876,ドデカバシ,80,120,75,75,75,60,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
877,ヤングース,48,70,30,30,30,45,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
878,デカグース,88,110,60,55,60,45,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
879,アゴジムシ,47,62,45,55,45,46,むし,なし,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0
880,デンヂムシ,57,82,95,55,75,36,むし,でんき,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-2.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0
881,クワガノン,77,70,90,145,75,43,むし,でんき,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,-2.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-3.0,-1.0,-4.0,0.0,0.0,-2.0,1.0,0.0,-1.0,-1.0,0.0,-3.0,1.0,0.0,-1.0
882,マケンカニ,47,82,57,42,47,63,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
883,ケケンカニ,97,132,77,62,67,43,かくとう,こおり,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0
884,オドリドリ(めらめら),75,70,70,98,70,93,ほのお,ひこう,0.0,-1.0,1.0,1.0,-2.0,0.0,-1.0,0.0,-3.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,2.0,2.0,1.0,-1.0,-3.0,-1.0,-4.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-3.0,-1.0,1.0,2.0
885,オドリドリ(ぱちぱち),75,70,70,98,70,93,でんき,ひこう,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-3.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-3.0,-1.0,-4.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-3.0,0.0,0.0,0.0
886,オドリドリ(ふらふら),75,70,70,98,70,93,エスパー,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,-2.0,0.0,-3.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-3.0,1.0,-5.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,2.0,-2.0,1.0,0.0,1.0
887,オドリドリ(まいまい),75,70,70,98,70,93,ゴースト,ひこう,-3.0,0.0,0.0,1.0,-1.0,1.0,-3.0,-1.0,-3.0,0.0,0.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-3.0,1.0,-2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.0,-4.0,1.0,-6.0,1.0,1.0,-2.0,-1.0,1.0,1.0,0.0,2.0,-2.0,1.0,0.0,1.0
888,アブリー,40,45,40,55,40,84,むし,フェアリー,0.0,1.0,0.0,0.0,-1.0,0.0,-2.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-3.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-3.0,-4.0,1.0,0.0,0.0,2.0,-3.0,-2.0,1.0,2.0,0.0,-2.0,0.0,0.0,-3.0,0.0,0.0,-2.0,2.0,-3.0,1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0
889,アブリボン,60,55,60,95,70,124,むし,フェアリー,0.0,1.0,0.0,0.0,-1.0,0.0,-2.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-3.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-3.0,-4.0,1.0,0.0,0.0,2.0,-3.0,-2.0,1.0,2.0,0.0,-2.0,0.0,0.0,-3.0,0.0,0.0,-2.0,2.0,-3.0,1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0
890,イワンコ,45,65,40,30,40,60,いわ,なし,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0
891,ルガルガン(まひる),75,115,65,55,65,112,いわ,なし,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0
892,ルガルガン(まよなか),85,115,75,55,75,82,いわ,なし,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0
893,ルガルガン(たそがれ),75,117,65,55,65,110,いわ,なし,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0
894,ヨワシ(単独),45,20,20,25,25,40,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
895,ヨワシ(群れ),45,140,130,140,135,30,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
896,ヒドイデ,50,53,62,43,52,45,どく,みず,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,-1.0,1.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0
897,ドヒドイデ,50,63,152,53,142,35,どく,みず,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,-1.0,1.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0
898,ドロバンコ,70,100,70,45,55,45,じめん,なし,0.0,0.0,1.0,-3.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,-3.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0
899,バンバドロ,100,125,100,55,85,35,じめん,なし,0.0,0.0,1.0,-3.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,-3.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0
900,シズクモ,38,40,52,40,72,27,みず,むし,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
901,オニシズクモ,68,70,92,50,132,42,みず,むし,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
902,カリキリ,40,55,35,50,35,35,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
903,ラランテス,70,105,90,80,90,45,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
904,ネマシュ,40,35,55,65,75,15,くさ,フェアリー,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,-3.0,-1.0,1.0,0.0,-2.0,-1.0,1.0,-2.0,-4.0,0.0,1.0,0.0,2.0,-3.0,-2.0,0.0,2.0,-1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-2.0,3.0,-2.0,1.0,-2.0,0.0,-2.0,0.0,-1.0,-2.0
905,マシェード,60,45,80,90,100,30,くさ,フェアリー,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,-3.0,-1.0,1.0,0.0,-2.0,-1.0,1.0,-2.0,-4.0,0.0,1.0,0.0,2.0,-3.0,-2.0,0.0,2.0,-1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-2.0,3.0,-2.0,1.0,-2.0,0.0,-2.0,0.0,-1.0,-2.0
906,ヤトウモリ,48,44,40,71,40,77,どく,ほのお,0.0,-1.0,1.0,0.0,-2.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,-3.0,-3.0,2.0,-1.0,-3.0,-2.0,-1.0,0.0,-2.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-2.0,0.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,2.0,-1.0,1.0,1.0
907,エンニュート,68,64,60,111,60,117,どく,ほのお,0.0,-1.0,1.0,0.0,-2.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,-3.0,-3.0,2.0,-1.0,-3.0,-2.0,-1.0,0.0,-2.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-2.0,0.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,2.0,-1.0,1.0,1.0
908,ヌイコグマ,70,75,50,45,50,50,ノーマル,かくとう,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-3.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0,-1.0,1.0,-2.0,0.0,1.0,1.0,0.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
909,キテルグマ,120,125,80,55,60,60,ノーマル,かくとう,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-3.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0,-1.0,1.0,-2.0,0.0,1.0,1.0,0.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
910,アマカジ,42,30,38,30,38,32,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
911,アママイコ,52,40,48,40,48,62,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
912,アマージョ,72,120,98,50,98,72,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
